Red - 35, Green - 33, Blue - 36
Red - 182, Green - 164, Blue - 152
Red - 181, Green - 163, Blue - 151
Red - 181, Green - 163, Blue - 151
Red - 182, Green - 164, Blue - 152
Red - 182, Green - 164, Blue - 152
Red - 182, Green - 166, Blue - 153
Red - 182, Green - 166, Blue - 151
Red - 182, Green - 169, Blue - 153
Red - 179, Green - 166, Blue - 150
Red - 176, Green - 163, Blue - 147
Red - 179, Green - 166, Blue - 150
Red - 178, Green - 165, Blue - 149
Red - 175, Green - 162, Blue - 146
Red - 176, Green - 163, Blue - 147
Red - 178, Green - 166, Blue - 150
Red - 185, Green - 176, Blue - 159
Red - 150, Green - 141, Blue - 124
Red - 34, Green - 27, Blue - 9
Red - 53, Green - 48, Blue - 29
Red - 75, Green - 70, Blue - 51
Red - 70, Green - 67, Blue - 48
Red - 100, Green - 97, Blue - 78
Red - 81, Green - 76, Blue - 56
Red - 85, Green - 78, Blue - 59
Red - 95, Green - 88, Blue - 70
Red - 115, Green - 108, Blue - 90
Red - 138, Green - 130, Blue - 117
Red - 153, Green - 145, Blue - 132
Red - 156, Green - 148, Blue - 137
Red - 153, Green - 145, Blue - 134
Red - 179, Green - 170, Blue - 161
Red - 185, Green - 176, Blue - 167
Red - 185, Green - 178, Blue - 168
Red - 183, Green - 176, Blue - 166
Red - 180, Green - 173, Blue - 163
Red - 174, Green - 167, Blue - 157
Red - 172, Green - 166, Blue - 154
Red - 178, Green - 172, Blue - 160
Red - 175, Green - 167, Blue - 154
Red - 173, Green - 165, Blue - 152
Red - 177, Green - 169, Blue - 156
Red - 156, Green - 148, Blue - 135
Red - 153, Green - 145, Blue - 132
Red - 176, Green - 168, Blue - 155
Red - 168, Green - 160, Blue - 147
Red - 149, Green - 141, Blue - 128
Red - 145, Green - 137, Blue - 124
Red - 142, Green - 134, Blue - 121
Red - 139, Green - 131, Blue - 118
Red - 138, Green - 130, Blue - 117
Red - 139, Green - 131, Blue - 118
Red - 139, Green - 131, Blue - 118
Red - 136, Green - 128, Blue - 115
Red - 133, Green - 125, Blue - 112
Red - 134, Green - 126, Blue - 113
Red - 133, Green - 125, Blue - 112
Red - 132, Green - 124, Blue - 111
Red - 130, Green - 122, Blue - 109
Red - 130, Green - 122, Blue - 109
Red - 130, Green - 122, Blue - 109
Red - 130, Green - 122, Blue - 109
Red - 131, Green - 123, Blue - 110
Red - 131, Green - 123, Blue - 110
Red - 128, Green - 120, Blue - 107
Red - 128, Green - 120, Blue - 107
Red - 129, Green - 121, Blue - 108
Red - 129, Green - 121, Blue - 108
Red - 127, Green - 119, Blue - 106
Red - 125, Green - 117, Blue - 104
Red - 125, Green - 117, Blue - 104
Red - 125, Green - 117, Blue - 104
Red - 125, Green - 117, Blue - 104
Red - 125, Green - 117, Blue - 104
Red - 125, Green - 117, Blue - 104
Red - 125, Green - 117, Blue - 104
Red - 126, Green - 118, Blue - 105
Red - 127, Green - 119, Blue - 106
Red - 127, Green - 119, Blue - 106
Red - 126, Green - 118, Blue - 105
Red - 127, Green - 119, Blue - 106
Red - 123, Green - 115, Blue - 102
Red - 124, Green - 116, Blue - 103
Red - 120, Green - 112, Blue - 99
Red - 121, Green - 113, Blue - 100
Red - 129, Green - 121, Blue - 108
Red - 123, Green - 115, Blue - 102
Red - 115, Green - 109, Blue - 95
Red - 122, Green - 116, Blue - 102
Red - 117, Green - 111, Blue - 97
Red - 126, Green - 120, Blue - 106
Red - 124, Green - 118, Blue - 104
Red - 126, Green - 120, Blue - 106
Red - 121, Green - 115, Blue - 101
Red - 124, Green - 118, Blue - 104
Red - 122, Green - 116, Blue - 104
Red - 122, Green - 116, Blue - 104
Red - 94, Green - 91, Blue - 86
Red - 97, Green - 94, Blue - 89
Red - 97, Green - 94, Blue - 89
Red - 98, Green - 95, Blue - 90
Red - 98, Green - 95, Blue - 90
Red - 86, Green - 83, Blue - 78
Red - 82, Green - 79, Blue - 74
Red - 96, Green - 93, Blue - 88
Red - 94, Green - 91, Blue - 86
Red - 102, Green - 99, Blue - 94
Red - 97, Green - 94, Blue - 89
Red - 97, Green - 94, Blue - 89
Red - 100, Green - 97, Blue - 92
Red - 97, Green - 94, Blue - 89
Red - 101, Green - 98, Blue - 93
Red - 101, Green - 96, Blue - 92
Red - 103, Green - 95, Blue - 92
Red - 103, Green - 95, Blue - 92
Red - 104, Green - 96, Blue - 93
Red - 105, Green - 97, Blue - 94
Red - 105, Green - 97, Blue - 94
Red - 104, Green - 96, Blue - 93
Red - 101, Green - 93, Blue - 90
Red - 99, Green - 91, Blue - 88
Red - 99, Green - 91, Blue - 88
Red - 98, Green - 90, Blue - 87
Red - 97, Green - 89, Blue - 86
Red - 97, Green - 89, Blue - 86
Red - 98, Green - 90, Blue - 87
Red - 100, Green - 92, Blue - 89
Red - 102, Green - 94, Blue - 91
Red - 103, Green - 95, Blue - 92
Red - 102, Green - 94, Blue - 91
Red - 103, Green - 95, Blue - 92
Red - 103, Green - 95, Blue - 92
Red - 103, Green - 95, Blue - 92
Red - 104, Green - 96, Blue - 93
Red - 106, Green - 98, Blue - 95
Red - 105, Green - 97, Blue - 94
Red - 103, Green - 95, Blue - 92
Red - 102, Green - 94, Blue - 91
Red - 103, Green - 95, Blue - 92
Red - 104, Green - 96, Blue - 93
Red - 104, Green - 96, Blue - 93
Red - 103, Green - 95, Blue - 92
Red - 105, Green - 97, Blue - 94
Red - 108, Green - 100, Blue - 97
Red - 111, Green - 103, Blue - 100
Red - 108, Green - 98, Blue - 96
Red - 123, Green - 113, Blue - 111
Red - 91, Green - 81, Blue - 79
Red - 89, Green - 79, Blue - 77
Red - 112, Green - 102, Blue - 100
Red - 93, Green - 83, Blue - 81
Red - 84, Green - 74, Blue - 72
Red - 107, Green - 97, Blue - 95
Red - 118, Green - 108, Blue - 106
Red - 114, Green - 104, Blue - 102
Red - 112, Green - 102, Blue - 100
Red - 112, Green - 102, Blue - 100
Red - 113, Green - 103, Blue - 101
Red - 114, Green - 104, Blue - 102
Red - 115, Green - 105, Blue - 103
Red - 117, Green - 107, Blue - 105
Red - 114, Green - 105, Blue - 100
Red - 118, Green - 109, Blue - 104
Red - 115, Green - 106, Blue - 101
Red - 119, Green - 110, Blue - 105
Red - 120, Green - 111, Blue - 106
Red - 117, Green - 108, Blue - 103
Red - 84, Green - 75, Blue - 70
Red - 128, Green - 119, Blue - 114
Red - 96, Green - 87, Blue - 82
Red - 118, Green - 109, Blue - 104
Red - 127, Green - 118, Blue - 113
Red - 120, Green - 111, Blue - 106
Red - 118, Green - 109, Blue - 104
Red - 121, Green - 112, Blue - 107
Red - 121, Green - 112, Blue - 107
Red - 119, Green - 110, Blue - 105
Red - 119, Green - 110, Blue - 105
Red - 124, Green - 115, Blue - 110
Red - 124, Green - 113, Blue - 109
Red - 122, Green - 113, Blue - 108
Red - 119, Green - 110, Blue - 103
Red - 132, Green - 123, Blue - 114
Red - 86, Green - 80, Blue - 68
Red - 100, Green - 94, Blue - 80
Red - 119, Green - 116, Blue - 99
Red - 119, Green - 117, Blue - 96
Red - 156, Green - 154, Blue - 131
Red - 160, Green - 158, Blue - 133
Red - 152, Green - 148, Blue - 121
Red - 140, Green - 134, Blue - 108
Red - 128, Green - 121, Blue - 95
Red - 139, Green - 132, Blue - 106
Red - 124, Green - 118, Blue - 96
Red - 85, Green - 78, Blue - 59
Red - 62, Green - 57, Blue - 38
Red - 75, Green - 69, Blue - 53
Red - 108, Green - 102, Blue - 88
Red - 143, Green - 137, Blue - 123
Red - 135, Green - 129, Blue - 115
Red - 147, Green - 141, Blue - 127
Red - 139, Green - 132, Blue - 116
Red - 132, Green - 125, Blue - 107
Red - 162, Green - 155, Blue - 137
Red - 170, Green - 163, Blue - 145
Red - 155, Green - 146, Blue - 129
Red - 147, Green - 138, Blue - 123
Red - 172, Green - 160, Blue - 146
Red - 172, Green - 160, Blue - 146
Red - 175, Green - 167, Blue - 148
Red - 178, Green - 170, Blue - 151
Red - 169, Green - 160, Blue - 143
Red - 157, Green - 148, Blue - 133
Red - 152, Green - 144, Blue - 131
Red - 136, Green - 128, Blue - 117
Red - 137, Green - 129, Blue - 118
Red - 114, Green - 106, Blue - 95
Red - 7, Green - 0, Blue - 0
Red - 20, Green - 13, Blue - 0
Red - 85, Green - 77, Blue - 56
Red - 101, Green - 93, Blue - 70
Red - 122, Green - 112, Blue - 85
Red - 99, Green - 89, Blue - 62
Red - 130, Green - 118, Blue - 92
Red - 153, Green - 141, Blue - 117
Red - 152, Green - 139, Blue - 122
Red - 147, Green - 134, Blue - 118
Red - 133, Green - 117, Blue - 102
Red - 131, Green - 115, Blue - 100
Red - 174, Green - 158, Blue - 143
Red - 178, Green - 162, Blue - 149
Red - 169, Green - 153, Blue - 140
Red - 174, Green - 158, Blue - 145
Red - 176, Green - 160, Blue - 147
Red - 177, Green - 161, Blue - 148
Red - 178, Green - 162, Blue - 149
Red - 178, Green - 162, Blue - 149
Red - 178, Green - 162, Blue - 149
Red - 177, Green - 161, Blue - 148
Red - 177, Green - 161, Blue - 148
Red - 177, Green - 161, Blue - 148
Red - 180, Green - 162, Blue - 150
Red - 178, Green - 160, Blue - 148
Red - 178, Green - 160, Blue - 148
Red - 180, Green - 162, Blue - 150
Red - 184, Green - 166, Blue - 154
Red - 186, Green - 168, Blue - 156
Red - 185, Green - 167, Blue - 155
Red - 183, Green - 165, Blue - 153
Red - 183, Green - 165, Blue - 153
Red - 182, Green - 164, Blue - 152
Red - 181, Green - 163, Blue - 151
Red - 181, Green - 163, Blue - 151
Red - 180, Green - 162, Blue - 150
Red - 181, Green - 163, Blue - 151
Red - 181, Green - 163, Blue - 151
Red - 181, Green - 165, Blue - 152
Red - 181, Green - 165, Blue - 152
Red - 181, Green - 168, Blue - 152
Red - 179, Green - 163, Blue - 148
Red - 175, Green - 162, Blue - 146
Red - 180, Green - 164, Blue - 149
Red - 178, Green - 165, Blue - 149
Red - 175, Green - 162, Blue - 146
Red - 176, Green - 163, Blue - 147
Red - 171, Green - 158, Blue - 142
Red - 182, Green - 170, Blue - 154
Red - 182, Green - 173, Blue - 156
Red - 143, Green - 136, Blue - 120
Red - 34, Green - 27, Blue - 11
Red - 6, Green - 0, Blue - 0
Red - 12, Green - 9, Blue - 0
Red - 38, Green - 35, Blue - 18
Red - 92, Green - 86, Blue - 70
Red - 83, Green - 77, Blue - 61
Red - 81, Green - 74, Blue - 58
Red - 97, Green - 90, Blue - 74
Red - 130, Green - 123, Blue - 107
Red - 156, Green - 149, Blue - 133
Red - 162, Green - 155, Blue - 139
Red - 156, Green - 148, Blue - 135
Red - 161, Green - 153, Blue - 140
Red - 172, Green - 164, Blue - 153
Red - 178, Green - 170, Blue - 159
Red - 177, Green - 168, Blue - 159
Red - 175, Green - 166, Blue - 157
Red - 171, Green - 162, Blue - 155
Red - 170, Green - 161, Blue - 154
Red - 175, Green - 166, Blue - 157
Red - 182, Green - 172, Blue - 162
Red - 153, Green - 143, Blue - 131
Red - 163, Green - 153, Blue - 141
Red - 159, Green - 151, Blue - 138
Red - 151, Green - 143, Blue - 130
Red - 156, Green - 148, Blue - 135
Red - 142, Green - 134, Blue - 121
Red - 139, Green - 131, Blue - 118
Red - 156, Green - 148, Blue - 135
Red - 148, Green - 140, Blue - 127
Red - 139, Green - 131, Blue - 118
Red - 134, Green - 126, Blue - 113
Red - 133, Green - 125, Blue - 112
Red - 134, Green - 126, Blue - 113
Red - 135, Green - 127, Blue - 114
Red - 134, Green - 126, Blue - 113
Red - 134, Green - 126, Blue - 113
Red - 133, Green - 125, Blue - 112
Red - 132, Green - 124, Blue - 111
Red - 130, Green - 122, Blue - 109
Red - 129, Green - 121, Blue - 108
Red - 129, Green - 121, Blue - 108
Red - 129, Green - 121, Blue - 108
Red - 129, Green - 121, Blue - 108
Red - 131, Green - 123, Blue - 110
Red - 129, Green - 121, Blue - 108
Red - 128, Green - 120, Blue - 107
Red - 129, Green - 121, Blue - 108
Red - 129, Green - 121, Blue - 108
Red - 127, Green - 119, Blue - 106
Red - 126, Green - 118, Blue - 105
Red - 126, Green - 118, Blue - 105
Red - 125, Green - 117, Blue - 104
Red - 125, Green - 117, Blue - 104
Red - 125, Green - 117, Blue - 104
Red - 125, Green - 117, Blue - 104
Red - 126, Green - 118, Blue - 105
Red - 126, Green - 118, Blue - 105
Red - 127, Green - 119, Blue - 106
Red - 128, Green - 120, Blue - 107
Red - 126, Green - 118, Blue - 105
Red - 127, Green - 119, Blue - 106
Red - 123, Green - 115, Blue - 102
Red - 123, Green - 115, Blue - 102
Red - 119, Green - 111, Blue - 98
Red - 120, Green - 112, Blue - 99
Red - 129, Green - 121, Blue - 108
Red - 124, Green - 116, Blue - 103
Red - 115, Green - 109, Blue - 95
Red - 124, Green - 118, Blue - 104
Red - 117, Green - 111, Blue - 97
Red - 127, Green - 121, Blue - 107
Red - 125, Green - 119, Blue - 105
Red - 127, Green - 121, Blue - 107
Red - 122, Green - 116, Blue - 102
Red - 125, Green - 119, Blue - 105
Red - 124, Green - 118, Blue - 106
Red - 124, Green - 118, Blue - 106
Red - 90, Green - 89, Blue - 85
Red - 97, Green - 96, Blue - 92
Red - 92, Green - 91, Blue - 87
Red - 95, Green - 94, Blue - 90
Red - 96, Green - 92, Blue - 89
Red - 87, Green - 83, Blue - 80
Red - 87, Green - 83, Blue - 80
Red - 88, Green - 84, Blue - 81
Red - 99, Green - 95, Blue - 92
Red - 102, Green - 98, Blue - 95
Red - 103, Green - 98, Blue - 95
Red - 100, Green - 95, Blue - 92
Red - 98, Green - 93, Blue - 90
Red - 101, Green - 96, Blue - 93
Red - 103, Green - 98, Blue - 95
Red - 102, Green - 97, Blue - 94
Red - 104, Green - 96, Blue - 93
Red - 104, Green - 96, Blue - 93
Red - 105, Green - 97, Blue - 94
Red - 105, Green - 97, Blue - 94
Red - 105, Green - 97, Blue - 94
Red - 103, Green - 95, Blue - 92
Red - 101, Green - 93, Blue - 90
Red - 100, Green - 92, Blue - 89
Red - 99, Green - 91, Blue - 88
Red - 99, Green - 91, Blue - 88
Red - 98, Green - 90, Blue - 87
Red - 99, Green - 91, Blue - 88
Red - 99, Green - 91, Blue - 88
Red - 101, Green - 93, Blue - 90
Red - 102, Green - 94, Blue - 91
Red - 103, Green - 95, Blue - 92
Red - 101, Green - 93, Blue - 90
Red - 101, Green - 93, Blue - 90
Red - 101, Green - 93, Blue - 90
Red - 102, Green - 94, Blue - 91
Red - 103, Green - 95, Blue - 92
Red - 104, Green - 96, Blue - 93
Red - 103, Green - 95, Blue - 92
Red - 102, Green - 94, Blue - 91
Red - 104, Green - 96, Blue - 93
Red - 103, Green - 95, Blue - 92
Red - 102, Green - 94, Blue - 91
Red - 102, Green - 94, Blue - 91
Red - 103, Green - 95, Blue - 92
Red - 105, Green - 97, Blue - 94
Red - 107, Green - 99, Blue - 96
Red - 107, Green - 99, Blue - 96
Red - 100, Green - 92, Blue - 89
Red - 124, Green - 116, Blue - 113
Red - 87, Green - 79, Blue - 76
Red - 90, Green - 82, Blue - 79
Red - 114, Green - 106, Blue - 103
Red - 89, Green - 81, Blue - 78
Red - 84, Green - 76, Blue - 73
Red - 107, Green - 99, Blue - 96
Red - 118, Green - 110, Blue - 107
Red - 112, Green - 104, Blue - 101
Red - 112, Green - 104, Blue - 101
Red - 113, Green - 105, Blue - 102
Red - 112, Green - 104, Blue - 101
Red - 115, Green - 107, Blue - 104
Red - 117, Green - 109, Blue - 106
Red - 113, Green - 105, Blue - 102
Red - 115, Green - 105, Blue - 103
Red - 119, Green - 109, Blue - 107
Red - 115, Green - 105, Blue - 103
Red - 114, Green - 104, Blue - 102
Red - 125, Green - 115, Blue - 113
Red - 116, Green - 106, Blue - 104
Red - 83, Green - 73, Blue - 71
Red - 125, Green - 115, Blue - 113
Red - 94, Green - 84, Blue - 82
Red - 127, Green - 117, Blue - 115
Red - 123, Green - 113, Blue - 111
Red - 120, Green - 110, Blue - 108
Red - 118, Green - 108, Blue - 106
Red - 122, Green - 112, Blue - 110
Red - 118, Green - 108, Blue - 106
Red - 119, Green - 110, Blue - 105
Red - 117, Green - 106, Blue - 100
Red - 125, Green - 114, Blue - 108
Red - 122, Green - 113, Blue - 106
Red - 117, Green - 110, Blue - 102
Red - 120, Green - 113, Blue - 105
Red - 136, Green - 129, Blue - 119
Red - 61, Green - 55, Blue - 41
Red - 98, Green - 92, Blue - 76
Red - 111, Green - 104, Blue - 85
Red - 130, Green - 122, Blue - 99
Red - 144, Green - 137, Blue - 111
Red - 144, Green - 137, Blue - 111
Red - 151, Green - 144, Blue - 118
Red - 143, Green - 136, Blue - 110
Red - 158, Green - 150, Blue - 127
Red - 95, Green - 89, Blue - 67
Red - 101, Green - 94, Blue - 76
Red - 187, Green - 179, Blue - 166
Red - 204, Green - 196, Blue - 183
Red - 171, Green - 163, Blue - 150
Red - 195, Green - 187, Blue - 176
Red - 224, Green - 216, Blue - 205
Red - 224, Green - 216, Blue - 203
Red - 158, Green - 150, Blue - 137
Red - 188, Green - 178, Blue - 166
Red - 211, Green - 202, Blue - 187
Red - 161, Green - 152, Blue - 137
Red - 139, Green - 130, Blue - 115
Red - 188, Green - 176, Blue - 162
Red - 191, Green - 179, Blue - 167
Red - 175, Green - 163, Blue - 151
Red - 159, Green - 147, Blue - 133
Red - 176, Green - 168, Blue - 149
Red - 171, Green - 163, Blue - 142
Red - 135, Green - 127, Blue - 108
Red - 150, Green - 142, Blue - 123
Red - 176, Green - 169, Blue - 151
Red - 154, Green - 147, Blue - 131
Red - 114, Green - 106, Blue - 93
Red - 140, Green - 132, Blue - 121
Red - 34, Green - 24, Blue - 14
Red - 9, Green - 0, Blue - 0
Red - 106, Green - 94, Blue - 80
Red - 101, Green - 90, Blue - 72
Red - 131, Green - 119, Blue - 97
Red - 141, Green - 129, Blue - 105
Red - 150, Green - 136, Blue - 109
Red - 152, Green - 140, Blue - 114
Red - 156, Green - 143, Blue - 124
Red - 153, Green - 141, Blue - 125
Red - 161, Green - 147, Blue - 134
Red - 155, Green - 141, Blue - 128
Red - 159, Green - 145, Blue - 132
Red - 173, Green - 159, Blue - 148
Red - 170, Green - 156, Blue - 145
Red - 174, Green - 160, Blue - 149
Red - 172, Green - 158, Blue - 147
Red - 171, Green - 157, Blue - 146
Red - 173, Green - 159, Blue - 148
Red - 175, Green - 161, Blue - 150
Red - 178, Green - 162, Blue - 149
Red - 177, Green - 161, Blue - 148
Red - 176, Green - 160, Blue - 145
Red - 177, Green - 161, Blue - 148
Red - 177, Green - 159, Blue - 147
Red - 178, Green - 160, Blue - 150
Red - 180, Green - 162, Blue - 150
Red - 182, Green - 164, Blue - 152
Red - 183, Green - 165, Blue - 153
Red - 184, Green - 166, Blue - 154
Red - 184, Green - 166, Blue - 154
Red - 184, Green - 166, Blue - 154
Red - 181, Green - 165, Blue - 150
Red - 180, Green - 164, Blue - 149
Red - 182, Green - 166, Blue - 151
Red - 181, Green - 165, Blue - 150
Red - 175, Green - 159, Blue - 144
Red - 176, Green - 160, Blue - 145
Red - 181, Green - 165, Blue - 150
Red - 179, Green - 163, Blue - 150
Red - 184, Green - 168, Blue - 155
Red - 181, Green - 165, Blue - 152
Red - 179, Green - 161, Blue - 149
Red - 178, Green - 162, Blue - 147
Red - 181, Green - 163, Blue - 149
Red - 182, Green - 166, Blue - 150
Red - 180, Green - 164, Blue - 148
Red - 176, Green - 163, Blue - 146
Red - 172, Green - 159, Blue - 143
Red - 173, Green - 161, Blue - 145
Red - 176, Green - 167, Blue - 152
Red - 188, Green - 180, Blue - 167
Red - 179, Green - 171, Blue - 160
Red - 154, Green - 148, Blue - 136
Red - 102, Green - 98, Blue - 87
Red - 23, Green - 19, Blue - 8
Red - 29, Green - 25, Blue - 14
Red - 89, Green - 85, Blue - 73
Red - 94, Green - 88, Blue - 76
Red - 88, Green - 82, Blue - 68
Red - 121, Green - 116, Blue - 97
Red - 149, Green - 144, Blue - 124
Red - 159, Green - 152, Blue - 133
Red - 158, Green - 151, Blue - 132
Red - 158, Green - 150, Blue - 131
Red - 162, Green - 153, Blue - 136
Red - 170, Green - 160, Blue - 148
Red - 178, Green - 168, Blue - 158
Red - 182, Green - 169, Blue - 163
Red - 172, Green - 158, Blue - 155
Red - 165, Green - 151, Blue - 151
Red - 172, Green - 158, Blue - 155
Red - 167, Green - 154, Blue - 145
Red - 159, Green - 147, Blue - 133
Red - 160, Green - 148, Blue - 134
Red - 168, Green - 159, Blue - 144
Red - 142, Green - 133, Blue - 118
Red - 130, Green - 121, Blue - 106
Red - 151, Green - 143, Blue - 130
Red - 153, Green - 145, Blue - 132
Red - 142, Green - 136, Blue - 122
Red - 120, Green - 114, Blue - 100
Red - 85, Green - 79, Blue - 65
Red - 139, Green - 133, Blue - 119
Red - 144, Green - 136, Blue - 123
Red - 134, Green - 126, Blue - 113
Red - 135, Green - 127, Blue - 114
Red - 137, Green - 129, Blue - 116
Red - 134, Green - 126, Blue - 113
Red - 132, Green - 124, Blue - 111
Red - 129, Green - 121, Blue - 108
Red - 129, Green - 121, Blue - 108
Red - 130, Green - 122, Blue - 109
Red - 131, Green - 123, Blue - 110
Red - 132, Green - 124, Blue - 111
Red - 132, Green - 124, Blue - 111
Red - 134, Green - 126, Blue - 113
Red - 130, Green - 122, Blue - 109
Red - 128, Green - 120, Blue - 107
Red - 129, Green - 121, Blue - 108
Red - 130, Green - 122, Blue - 109
Red - 129, Green - 121, Blue - 108
Red - 127, Green - 119, Blue - 106
Red - 126, Green - 118, Blue - 105
Red - 128, Green - 121, Blue - 105
Red - 129, Green - 122, Blue - 106
Red - 129, Green - 122, Blue - 106
Red - 129, Green - 122, Blue - 106
Red - 129, Green - 122, Blue - 106
Red - 129, Green - 122, Blue - 106
Red - 129, Green - 122, Blue - 106
Red - 129, Green - 122, Blue - 106
Red - 130, Green - 123, Blue - 107
Red - 125, Green - 118, Blue - 102
Red - 122, Green - 115, Blue - 99
Red - 122, Green - 115, Blue - 99
Red - 123, Green - 116, Blue - 100
Red - 124, Green - 117, Blue - 101
Red - 124, Green - 117, Blue - 101
Red - 126, Green - 118, Blue - 105
Red - 121, Green - 115, Blue - 101
Red - 120, Green - 114, Blue - 102
Red - 113, Green - 107, Blue - 95
Red - 130, Green - 124, Blue - 112
Red - 127, Green - 121, Blue - 109
Red - 124, Green - 118, Blue - 106
Red - 123, Green - 117, Blue - 105
Red - 127, Green - 121, Blue - 109
Red - 123, Green - 117, Blue - 105
Red - 123, Green - 117, Blue - 105
Red - 91, Green - 90, Blue - 86
Red - 98, Green - 97, Blue - 93
Red - 95, Green - 94, Blue - 90
Red - 98, Green - 97, Blue - 93
Red - 98, Green - 94, Blue - 91
Red - 88, Green - 84, Blue - 81
Red - 89, Green - 85, Blue - 82
Red - 88, Green - 84, Blue - 81
Red - 98, Green - 94, Blue - 91
Red - 100, Green - 96, Blue - 93
Red - 101, Green - 96, Blue - 93
Red - 98, Green - 93, Blue - 90
Red - 97, Green - 92, Blue - 89
Red - 99, Green - 94, Blue - 91
Red - 101, Green - 96, Blue - 93
Red - 101, Green - 96, Blue - 93
Red - 103, Green - 95, Blue - 92
Red - 104, Green - 96, Blue - 93
Red - 105, Green - 97, Blue - 94
Red - 105, Green - 97, Blue - 94
Red - 105, Green - 97, Blue - 94
Red - 103, Green - 95, Blue - 92
Red - 102, Green - 94, Blue - 91
Red - 100, Green - 92, Blue - 89
Red - 99, Green - 91, Blue - 88
Red - 98, Green - 90, Blue - 87
Red - 98, Green - 90, Blue - 87
Red - 98, Green - 90, Blue - 87
Red - 99, Green - 91, Blue - 88
Red - 100, Green - 92, Blue - 89
Red - 102, Green - 94, Blue - 91
Red - 103, Green - 95, Blue - 92
Red - 101, Green - 93, Blue - 90
Red - 101, Green - 93, Blue - 90
Red - 101, Green - 93, Blue - 90
Red - 101, Green - 93, Blue - 90
Red - 102, Green - 94, Blue - 91
Red - 102, Green - 94, Blue - 91
Red - 101, Green - 93, Blue - 90
Red - 100, Green - 92, Blue - 89
Red - 102, Green - 94, Blue - 91
Red - 101, Green - 93, Blue - 90
Red - 101, Green - 93, Blue - 90
Red - 101, Green - 93, Blue - 90
Red - 103, Green - 95, Blue - 92
Red - 105, Green - 97, Blue - 94
Red - 107, Green - 99, Blue - 96
Red - 107, Green - 99, Blue - 96
Red - 102, Green - 94, Blue - 91
Red - 124, Green - 116, Blue - 113
Red - 89, Green - 81, Blue - 78
Red - 91, Green - 83, Blue - 80
Red - 115, Green - 107, Blue - 104
Red - 90, Green - 82, Blue - 79
Red - 85, Green - 77, Blue - 74
Red - 107, Green - 99, Blue - 96
Red - 117, Green - 109, Blue - 106
Red - 112, Green - 104, Blue - 101
Red - 112, Green - 104, Blue - 101
Red - 113, Green - 105, Blue - 102
Red - 112, Green - 104, Blue - 101
Red - 115, Green - 107, Blue - 104
Red - 117, Green - 109, Blue - 106
Red - 114, Green - 106, Blue - 103
Red - 115, Green - 105, Blue - 103
Red - 118, Green - 108, Blue - 106
Red - 116, Green - 106, Blue - 104
Red - 114, Green - 104, Blue - 102
Red - 125, Green - 115, Blue - 113
Red - 116, Green - 106, Blue - 104
Red - 83, Green - 73, Blue - 71
Red - 123, Green - 113, Blue - 111
Red - 94, Green - 84, Blue - 82
Red - 126, Green - 116, Blue - 114
Red - 122, Green - 112, Blue - 110
Red - 119, Green - 109, Blue - 107
Red - 117, Green - 107, Blue - 105
Red - 121, Green - 111, Blue - 109
Red - 117, Green - 107, Blue - 105
Red - 118, Green - 109, Blue - 104
Red - 127, Green - 114, Blue - 108
Red - 117, Green - 107, Blue - 98
Red - 116, Green - 107, Blue - 100
Red - 118, Green - 111, Blue - 103
Red - 116, Green - 112, Blue - 103
Red - 101, Green - 97, Blue - 86
Red - 71, Green - 65, Blue - 51
Red - 132, Green - 125, Blue - 107
Red - 134, Green - 126, Blue - 105
Red - 125, Green - 114, Blue - 92
Red - 152, Green - 140, Blue - 116
Red - 169, Green - 157, Blue - 131
Red - 171, Green - 161, Blue - 136
Red - 162, Green - 154, Blue - 131
Red - 162, Green - 154, Blue - 133
Red - 115, Green - 108, Blue - 89
Red - 114, Green - 107, Blue - 91
Red - 224, Green - 216, Blue - 203
Red - 245, Green - 235, Blue - 225
Red - 205, Green - 197, Blue - 184
Red - 228, Green - 218, Blue - 206
Red - 249, Green - 239, Blue - 227
Red - 208, Green - 198, Blue - 186
Red - 204, Green - 195, Blue - 180
Red - 227, Green - 217, Blue - 205
Red - 242, Green - 233, Blue - 218
Red - 227, Green - 215, Blue - 203
Red - 195, Green - 183, Blue - 169
Red - 222, Green - 210, Blue - 196
Red - 243, Green - 231, Blue - 217
Red - 234, Green - 222, Blue - 208
Red - 170, Green - 158, Blue - 142
Red - 167, Green - 156, Blue - 138
Red - 157, Green - 149, Blue - 128
Red - 164, Green - 156, Blue - 135
Red - 214, Green - 206, Blue - 185
Red - 232, Green - 224, Blue - 205
Red - 200, Green - 193, Blue - 175
Red - 156, Green - 147, Blue - 132
Red - 157, Green - 147, Blue - 135
Red - 56, Green - 46, Blue - 37
Red - 10, Green - 0, Blue - 0
Red - 74, Green - 61, Blue - 52
Red - 96, Green - 84, Blue - 70
Red - 98, Green - 85, Blue - 68
Red - 148, Green - 136, Blue - 112
Red - 149, Green - 135, Blue - 109
Red - 136, Green - 122, Blue - 96
Red - 141, Green - 128, Blue - 109
Red - 167, Green - 155, Blue - 139
Red - 182, Green - 170, Blue - 156
Red - 151, Green - 139, Blue - 125
Red - 142, Green - 128, Blue - 117
Red - 173, Green - 159, Blue - 148
Red - 177, Green - 163, Blue - 154
Red - 162, Green - 148, Blue - 139
Red - 173, Green - 159, Blue - 150
Red - 174, Green - 160, Blue - 151
Red - 175, Green - 161, Blue - 150
